Date,Dive,Site,Site_Depth_m,Transect,Taxa,Intercept,Rugosity,Cover
5/16/2023,1,Honaunau_2,9,K2,Pavona varians,249,,8
5/16/2023,1,Honaunau_2,9,K2,Carbonate,254,,5
5/16/2023,1,Honaunau_2,9,K2,Pavona varians,260,260,6
5/16/2023,1,Honaunau_2,9,L3,Rubble,225,225,225
5/16/2023,1,Honaunau_2,9,K3,Carbonate,12,,12
5/16/2023,1,Honaunau_2,9,K3,Pavona varians,31,,19
5/16/2023,1,Honaunau_2,9,K3,Carbonate,35,,4
5/16/2023,1,Honaunau_2,9,K3,Pavona varians,42,,7
5/16/2023,1,Honaunau_2,9,K3,Rubble,103,,61
5/16/2023,1,Honaunau_2,9,K3,Porites compressa,107,,4
5/16/2023,1,Honaunau_2,9,K3,Rubble,226,,119
5/16/2023,1,Honaunau_2,9,K3,Porites compressa,230,230,4
5/16/2023,1,Honaunau_2,9,L4,Carbonate,89,,89
5/16/2023,1,Honaunau_2,9,L4,Pavona varians,92,,3
5/16/2023,1,Honaunau_2,9,L4,Carbonate,220,,128
5/16/2023,1,Honaunau_2,9,L4,Pavona varians,224,,4
5/16/2023,1,Honaunau_2,9,L4,Carbonate,260,,36
5/16/2023,1,Honaunau_2,9,L4,Pavona varians,275,,15
5/16/2023,1,Honaunau_2,9,L4,Carbonate,285,,10
5/16/2023,1,Honaunau_2,9,L4,Porites compressa,296,296,11
5/16/2023,1,Honaunau_2,9,K4,Porites compressa,4,,4
5/16/2023,1,Honaunau_2,9,K4,Carbonate,21,,17
5/16/2023,1,Honaunau_2,9,K4,Porites compressa,29,,8
5/16/2023,1,Honaunau_2,9,K4,Carbonate,32,,3
5/16/2023,1,Honaunau_2,9,K4,Porites compressa,64,,32
5/16/2023,1,Honaunau_2,9,K4,Carbonate,68,,4
5/16/2023,1,Honaunau_2,9,K4,Porites compressa,79,,11
5/16/2023,1,Honaunau_2,9,K4,Carbonate,91,,12
5/16/2023,1,Honaunau_2,9,K4,Pavona varians,94,,3
5/16/2023,1,Honaunau_2,9,K4,Carbonate,103,,9
5/16/2023,1,Honaunau_2,9,K4,Pavona varians,115,,12
5/16/2023,1,Honaunau_2,9,K4,Carbonate,129,,14
5/16/2023,1,Honaunau_2,9,K4,Porites compressa,138,,9
5/16/2023,1,Honaunau_2,9,K4,Carbonate,142,,4
5/16/2023,1,Honaunau_2,9,K4,Porites compressa,155,,13
5/16/2023,1,Honaunau_2,9,K4,Pavona varians,166,,11
5/16/2023,1,Honaunau_2,9,K4,Carbonate,184,,18
5/16/2023,1,Honaunau_2,9,K4,Pavona varians,192,,8
5/16/2023,1,Honaunau_2,9,K4,Porites compressa,218,218,26
5/16/2023,1,Honaunau_2,9,L5,Pavona varians,3,,3
5/16/2023,1,Honaunau_2,9,L5,Carbonate,22,,19
5/16/2023,1,Honaunau_2,9,L5,Porites compressa,71,,49
5/16/2023,1,Honaunau_2,9,L5,Pavona varians,79,,8
5/16/2023,1,Honaunau_2,9,L5,Carbonate,108,,29
5/16/2023,1,Honaunau_2,9,L5,Porites compressa,121,,13
5/16/2023,1,Honaunau_2,9,L5,Carbonate,142,,21
5/16/2023,1,Honaunau_2,9,L5,Porites lobata,145,,3
5/16/2023,1,Honaunau_2,9,L5,Carbonate,210,,65
5/16/2023,1,Honaunau_2,9,L5,Porites lobata,215,,5
5/16/2023,1,Honaunau_2,9,L5,Carbonate,241,,26
5/16/2023,1,Honaunau_2,9,L5,Porites lobata,245,,4
5/16/2023,1,Honaunau_2,9,L5,Carbonate,253,,8
5/16/2023,1,Honaunau_2,9,L5,Porites lobata,275,,22
5/16/2023,1,Honaunau_2,9,L5,Carbonate,335,,60
5/16/2023,1,Honaunau_2,9,L5,Porites lobata,362,362,27
5/16/2023,1,Honaunau_2,9,K5,Carbonate,29,,29
5/16/2023,1,Honaunau_2,9,K5,Porites compressa,39,,10
5/16/2023,1,Honaunau_2,9,K5,Carbonate,52,,13
5/16/2023,1,Honaunau_2,9,K5,Porites compressa,61,,9
5/16/2023,1,Honaunau_2,9,K5,Carbonate,64,,3
5/16/2023,1,Honaunau_2,9,K5,Porites compressa,73,,9
5/16/2023,1,Honaunau_2,9,K5,Carbonate,86,,13
5/16/2023,1,Honaunau_2,9,K5,Porites lobata,105,,19
5/16/2023,1,Honaunau_2,9,K5,Carbonate,115,,10
5/16/2023,1,Honaunau_2,9,K5,Porites compressa,117,,2
5/16/2023,1,Honaunau_2,9,K5,Carbonate,135,,18
5/16/2023,1,Honaunau_2,9,K5,Porites compressa,142,,7
5/16/2023,1,Honaunau_2,9,K5,Carbonate,175,,33
5/16/2023,1,Honaunau_2,9,K5,Porites compressa,182,,7
5/16/2023,1,Honaunau_2,9,K5,Rubble,192,,10
5/16/2023,1,Honaunau_2,9,K5,Porites compressa,197,,5
5/16/2023,1,Honaunau_2,9,K5,Pavona varians,205,,8
5/16/2023,1,Honaunau_2,9,K5,Carbonate,219,,14
5/16/2023,1,Honaunau_2,9,K5,Pavona varians,223,,4
5/16/2023,1,Honaunau_2,9,K5,Carbonate,235,,12
5/16/2023,1,Honaunau_2,9,K5,Porites compressa,239,239,4
5/16/2023,1,Honaunau_2,9,L6,Carbonate,14,,14
5/16/2023,1,Honaunau_2,9,L6,Porites compressa,22,,8
5/16/2023,1,Honaunau_2,9,L6,Carbonate,26,,4
5/16/2023,1,Honaunau_2,9,L6,Porites compressa,42,,16
5/16/2023,1,Honaunau_2,9,L6,Carbonate,51,,9
5/16/2023,1,Honaunau_2,9,L6,Pavona varians,63,,12
5/16/2023,1,Honaunau_2,9,L6,Carbonate,82,,19
5/16/2023,1,Honaunau_2,9,L6,Porites compressa,89,,7
5/16/2023,1,Honaunau_2,9,L6,Carbonate,110,,21
5/16/2023,1,Honaunau_2,9,L6,Porites compressa,115,,5
5/16/2023,1,Honaunau_2,9,L6,Coralline algae,122,,7
5/16/2023,1,Honaunau_2,9,L6,Carbonate,125,,3
5/16/2023,1,Honaunau_2,9,L6,Porites compressa,134,,9
5/16/2023,1,Honaunau_2,9,L6,Carbonate,137,,3
5/16/2023,1,Honaunau_2,9,L6,Porites compressa,155,,18
5/16/2023,1,Honaunau_2,9,L6,Carbonate,163,,8
5/16/2023,1,Honaunau_2,9,L6,Pavona varians,182,,19
5/16/2023,1,Honaunau_2,9,L6,Carbonate,190,,8
5/16/2023,1,Honaunau_2,9,L6,Coralline algae,205,,15
5/16/2023,1,Honaunau_2,9,L6,Carbonate,235,,30
5/16/2023,1,Honaunau_2,9,L6,Porites compressa,239,239,4
5/16/2023,1,Honaunau_2,9,K6,Carbonate,35,,35
5/16/2023,1,Honaunau_2,9,K6,Porites compressa,42,,7
5/16/2023,1,Honaunau_2,9,K6,Coralline algae,49,,7
5/16/2023,1,Honaunau_2,9,K6,Porites compressa,57,,8
5/16/2023,1,Honaunau_2,9,K6,Carbonate,62,,5
5/16/2023,1,Honaunau_2,9,K6,Porites compressa,64,,2
5/16/2023,1,Honaunau_2,9,K6,Coralline algae,81,,17
5/16/2023,1,Honaunau_2,9,K6,Carbonate,115,,34
5/16/2023,1,Honaunau_2,9,K6,Porites compressa,118,,3
5/16/2023,1,Honaunau_2,9,K6,Coralline algae,131,,13
5/16/2023,1,Honaunau_2,9,K6,Pavona varians,135,,4
5/16/2023,1,Honaunau_2,9,K6,Carbonate,155,,20
5/16/2023,1,Honaunau_2,9,K6,Porites compressa,162,,7
5/16/2023,1,Honaunau_2,9,K6,Pavona varians,169,,7
5/16/2023,1,Honaunau_2,9,K6,Carbonate,183,,14
5/16/2023,1,Honaunau_2,9,K6,Porites compressa,205,,22
5/16/2023,1,Honaunau_2,9,K6,Carbonate,220,,15
5/16/2023,1,Honaunau_2,9,K6,Porites compressa,231,,11
5/16/2023,1,Honaunau_2,9,K6,Carbonate,243,,12
5/16/2023,1,Honaunau_2,9,K6,Pavona varians,248,,5
5/16/2023,1,Honaunau_2,9,K6,Porites compressa,265,265,17
5/16/2023,1,Honaunau_2,9,L7,Carbonate,29,,29
5/16/2023,1,Honaunau_2,9,L7,Pavona varians,30,,1
5/16/2023,1,Honaunau_2,9,L7,Carbonate,39,,9
5/16/2023,1,Honaunau_2,9,L7,Pavona varians,42,,3
5/16/2023,1,Honaunau_2,9,L7,Carbonate,59,,17
5/16/2023,1,Honaunau_2,9,L7,Porites compressa,65,,6
5/16/2023,1,Honaunau_2,9,L7,Carbonate,82,,17
5/16/2023,1,Honaunau_2,9,L7,Porites compressa,85,,3
5/16/2023,1,Honaunau_2,9,L7,Carbonate,103,,18
5/16/2023,1,Honaunau_2,9,L7,Pavona varians,119,,16
5/16/2023,1,Honaunau_2,9,L7,Carbonate,135,,16
5/16/2023,1,Honaunau_2,9,L7,Porites compressa,142,,7
5/16/2023,1,Honaunau_2,9,L7,Carbonate,159,,17
5/16/2023,1,Honaunau_2,9,L7,Porites compressa,163,,4
5/16/2023,1,Honaunau_2,9,L7,Carbonate,175,,12
5/16/2023,1,Honaunau_2,9,L7,Pavona varians,184,,9
5/16/2023,1,Honaunau_2,9,L7,Carbonate,198,,14
5/16/2023,1,Honaunau_2,9,L7,Porites compressa,212,,14
5/16/2023,1,Honaunau_2,9,L7,Carbonate,219,,7
5/16/2023,1,Honaunau_2,9,L7,Pavona varians,235,,16
5/16/2023,1,Honaunau_2,9,L7,Carbonate,246,,11
5/16/2023,1,Honaunau_2,9,L7,Porites compressa,267,267,21
5/16/2023,1,Honaunau_2,9,K7,Rubble,58,,58
5/16/2023,1,Honaunau_2,9,K7,Pavona varians,62,,4
5/16/2023,1,Honaunau_2,9,K7,Porites compressa,67,,5
5/16/2023,1,Honaunau_2,9,K7,Carbonate,93,,26
5/16/2023,1,Honaunau_2,9,K7,Pavona varians,97,,4
5/16/2023,1,Honaunau_2,9,K7,Porites compressa,114,,17
5/16/2023,1,Honaunau_2,9,K7,Carbonate,131,,17
5/16/2023,1,Honaunau_2,9,K7,Porites compressa,142,,11
5/16/2023,1,Honaunau_2,9,K7,Carbonate,162,,20
5/16/2023,1,Honaunau_2,9,K7,Acanthaster planci,175,,13
5/16/2023,1,Honaunau_2,9,K7,Pavona varians,193,,18
5/16/2023,1,Honaunau_2,9,K7,Carbonate,224,,31
5/16/2023,1,Honaunau_2,9,K7,Porites compressa,227,,3
5/16/2023,1,Honaunau_2,9,K7,Carbonate,235,,8
5/16/2023,1,Honaunau_2,9,K7,Porites compressa,245,245,10
5/16/2023,1,Honaunau_2,9,L8,Carbonate,29,,29
5/16/2023,1,Honaunau_2,9,L8,Pavona varians,34,,5
5/16/2023,1,Honaunau_2,9,L8,Carbonate,65,,31
5/16/2023,1,Honaunau_2,9,L8,Pavona varians,69,,4
5/16/2023,1,Honaunau_2,9,L8,Carbonate,85,,16
5/16/2023,1,Honaunau_2,9,L8,Porites compressa,95,,10
5/16/2023,1,Honaunau_2,9,L8,Carbonate,103,,8
5/16/2023,1,Honaunau_2,9,L8,Porites compressa,111,,8
5/16/2023,1,Honaunau_2,9,L8,Carbonate,135,,24
5/16/2023,1,Honaunau_2,9,L8,Pavona varians,151,,16
5/16/2023,1,Honaunau_2,9,L8,Porites compressa,162,,11
5/16/2023,1,Honaunau_2,9,L8,Carbonate,168,,6
5/16/2023,1,Honaunau_2,9,L8,Porites compressa,175,,7
5/16/2023,1,Honaunau_2,9,L8,Carbonate,182,,7
5/16/2023,1,Honaunau_2,9,L8,Pavona varians,191,,9
5/16/2023,1,Honaunau_2,9,L8,Porites compressa,208,,17
5/16/2023,1,Honaunau_2,9,L8,Carbonate,219,,11
5/16/2023,1,Honaunau_2,9,L8,Porites compressa,225,,6
5/16/2023,1,Honaunau_2,9,L8,Pavona varians,235,,10
5/16/2023,1,Honaunau_2,9,L8,Carbonate,237,,2
5/16/2023,1,Honaunau_2,9,L8,Pavona varians,242,,5
5/16/2023,1,Honaunau_2,9,L8,Porites compressa,253,,11
5/16/2023,1,Honaunau_2,9,L8,Carbonate,269,,16
5/16/2023,1,Honaunau_2,9,L8,Porites compressa,284,,15
5/16/2023,1,Honaunau_2,9,L8,Carbonate,289,289,5
5/16/2023,2,Honaunau_2,6,L1,Carbonate,25,,25
5/16/2023,2,Honaunau_2,6,L1,Porites lobata,32,,7
5/16/2023,2,Honaunau_2,6,L1,Carbonate,35,,3
5/16/2023,2,Honaunau_2,6,L1,Porites lobata,74,,39
5/16/2023,2,Honaunau_2,6,L1,Carbonate,219,,145
5/16/2023,2,Honaunau_2,6,L1,Porites lobata,242,,23
5/16/2023,2,Honaunau_2,6,L1,Carbonate,248,,6
5/16/2023,2,Honaunau_2,6,L1,Porites lobata,266,266,18
5/16/2023,2,Honaunau_2,6,K1,Porites lobata,44,,44
5/16/2023,2,Honaunau_2,6,K1,Carbonate,47,,3
5/16/2023,2,Honaunau_2,6,K1,Porites lobata,65,,18
5/16/2023,2,Honaunau_2,6,K1,Carbonate,69,,4
5/16/2023,2,Honaunau_2,6,K1,Porites lobata,92,,23
5/16/2023,2,Honaunau_2,6,K1,Carbonate,95,,3
5/16/2023,2,Honaunau_2,6,K1,Porites lobata,116,,21
5/16/2023,2,Honaunau_2,6,K1,Carbonate,119,,3
5/16/2023,2,Honaunau_2,6,K1,Porites lobata,125,,6
5/16/2023,2,Honaunau_2,6,K1,Carbonate,253,,128
5/16/2023,2,Honaunau_2,6,K1,Porites lobata,256,,3
5/16/2023,2,Honaunau_2,6,K1,Carbonate,259,,3
5/16/2023,2,Honaunau_2,6,K1,Porites lobata,265,,6
5/16/2023,2,Honaunau_2,6,K1,Carbonate,295,295,30
5/16/2023,2,Honaunau_2,6,L2,Carbonate,29,,29
5/16/2023,2,Honaunau_2,6,L2,Porites lobata,62,,33
5/16/2023,2,Honaunau_2,6,L2,Carbonate,74,,12
5/16/2023,2,Honaunau_2,6,L2,Porites lobata,81,,7
5/16/2023,2,Honaunau_2,6,L2,Carbonate,102,,21
5/16/2023,2,Honaunau_2,6,L2,Porites lobata,170,,68
5/16/2023,2,Honaunau_2,6,L2,Carbonate,186,,16
5/16/2023,2,Honaunau_2,6,L2,Porites lobata,215,,29
5/16/2023,2,Honaunau_2,6,L2,Carbonate,220,,5
5/16/2023,2,Honaunau_2,6,L2,Porites lobata,235,,15
5/16/2023,2,Honaunau_2,6,L2,Carbonate,244,,9
5/16/2023,2,Honaunau_2,6,L2,Porites lobata,250,,6
5/16/2023,2,Honaunau_2,6,L2,Carbonate,272,272,22
5/16/2023,2,Honaunau_2,6,L3,Carbonate,22,,22
5/16/2023,2,Honaunau_2,6,L3,Pavona varians,26,,4
5/16/2023,2,Honaunau_2,6,L3,Carbonate,187,,161
5/16/2023,2,Honaunau_2,6,L3,Porites lobata,194,,7
5/16/2023,2,Honaunau_2,6,L3,Carbonate,263,,69
5/16/2023,2,Honaunau_2,6,L3,Porites lobata,300,300,37
5/16/2023,2,Honaunau_2,6,K2,Carbonate,81,,81
5/16/2023,2,Honaunau_2,6,K2,Montipora patula,82,,1
5/16/2023,2,Honaunau_2,6,K2,Carbonate,225,225,143
5/16/2023,2,Honaunau_2,6,L4,Carbonate,16,,16
5/16/2023,2,Honaunau_2,6,L4,Porites lobata,22,,6
5/16/2023,2,Honaunau_2,6,L4,Carbonate,119,,97
5/16/2023,2,Honaunau_2,6,L4,Porites compressa,122,,3
5/16/2023,2,Honaunau_2,6,L4,Carbonate,145,,23
5/16/2023,2,Honaunau_2,6,L4,Rubble,210,,65
5/16/2023,2,Honaunau_2,6,L4,Carbonate,235,235,25
5/16/2023,2,Honaunau_2,6,K3,Carbonate,205,,205
5/16/2023,2,Honaunau_2,6,K3,Porites lobata,219,,14
5/16/2023,2,Honaunau_2,6,K3,Carbonate,268,268,49
5/16/2023,2,Honaunau_2,6,L5,Carbonate,124,,124
5/16/2023,2,Honaunau_2,6,L5,Porites lobata,140,,16
5/16/2023,2,Honaunau_2,6,L5,Carbonate,155,,15
5/16/2023,2,Honaunau_2,6,L5,Porites lobata,169,,14
5/16/2023,2,Honaunau_2,6,L5,Carbonate,310,310,141
5/16/2023,2,Honaunau_2,6,K4,Carbonate,76,,76
5/16/2023,2,Honaunau_2,6,K4,Porites lobata,80,,4
5/16/2023,2,Honaunau_2,6,K4,Carbonate,88,,8
5/16/2023,2,Honaunau_2,6,K4,Porites lobata,99,,11
5/16/2023,2,Honaunau_2,6,K4,Carbonate,193,,94
5/16/2023,2,Honaunau_2,6,K4,Carbonate,204,,11
5/16/2023,2,Honaunau_2,6,K4,Porites lobata,227,,23
5/16/2023,2,Honaunau_2,6,K4,Carbonate,252,,25
5/16/2023,2,Honaunau_2,6,K4,Porites lobata,314,,62
5/16/2023,2,Honaunau_2,6,K4,Carbonate,318,318,4
5/16/2023,2,Honaunau_2,6,L6,Carbonate,41,,41
5/16/2023,2,Honaunau_2,6,L6,Porites lobata,45,,4
5/16/2023,2,Honaunau_2,6,L6,Carbonate,52,,7
5/16/2023,2,Honaunau_2,6,L6,Porites lobata,58,,6
5/16/2023,2,Honaunau_2,6,L6,Carbonate,67,,9
5/16/2023,2,Honaunau_2,6,L6,Porites lobata,72,,5
5/16/2023,2,Honaunau_2,6,L6,Carbonate,201,,129
5/16/2023,2,Honaunau_2,6,L6,Porites lobata,205,,4
5/16/2023,2,Honaunau_2,6,L6,Carbonate,210,,5
5/16/2023,2,Honaunau_2,6,L6,Porites lobata,225,,15
5/16/2023,2,Honaunau_2,6,L6,Carbonate,228,,3
5/16/2023,2,Honaunau_2,6,L6,Porites lobata,265,265,37
5/16/2023,2,Honaunau_2,6,K5,Carbonate,15,,15
5/16/2023,2,Honaunau_2,6,K5,Pavona varians,18,,3
5/16/2023,2,Honaunau_2,6,K5,Carbonate,175,,157
5/16/2023,2,Honaunau_2,6,K5,Porites lobata,182,,7
5/16/2023,2,Honaunau_2,6,K5,Carbonate,192,,10
5/16/2023,2,Honaunau_2,6,K5,Porites lobata,195,,3
5/16/2023,2,Honaunau_2,6,K5,Carbonate,199,,4
5/16/2023,2,Honaunau_2,6,K5,Porites lobata,205,,6
5/16/2023,2,Honaunau_2,6,K5,Carbonate,226,,21
5/16/2023,2,Honaunau_2,6,K5,Porites lobata,241,241,15
5/16/2023,2,Honaunau_2,6,L7,Porites lobata,116,,116
5/16/2023,2,Honaunau_2,6,L7,Carbonate,173,,57
5/16/2023,2,Honaunau_2,6,L7,Porites lobata,188,,15
5/16/2023,2,Honaunau_2,6,L7,Carbonate,201,,13
5/16/2023,2,Honaunau_2,6,L7,Porites lobata,212,,11
5/16/2023,2,Honaunau_2,6,L7,Carbonate,239,,27
5/16/2023,2,Honaunau_2,6,L7,Pocillopora meandrina,242,,3
5/16/2023,2,Honaunau_2,6,L7,Carbonate,245,245,3
5/16/2023,2,Honaunau_2,6,L8,Carbonate,31,,31
5/16/2023,2,Honaunau_2,6,L8,Porites lobata,34,,3
5/16/2023,2,Honaunau_2,6,L8,Carbonate,41,,7
5/16/2023,2,Honaunau_2,6,L8,Pavona varians,42,,1
5/16/2023,2,Honaunau_2,6,L8,Carbonate,255,,213
5/16/2023,2,Honaunau_2,6,L8,Pavona varians,263,263,8
5/16/2023,2,Honaunau_2,6,K6,Carbonate,248,,248
5/16/2023,2,Honaunau_2,6,K6,Porites lobata,272,272,24
5/16/2023,2,Honaunau_2,6,L9,Carbonate,31,,31
5/16/2023,2,Honaunau_2,6,L9,Porites lobata,42,,11
5/16/2023,2,Honaunau_2,6,L9,Carbonate,55,,13
5/16/2023,2,Honaunau_2,6,L9,Porites lobata,63,,8
5/16/2023,2,Honaunau_2,6,L9,Carbonate,64,,1
5/16/2023,2,Honaunau_2,6,L9,Porites lobata,67,,3
5/16/2023,2,Honaunau_2,6,L9,Carbonate,76,,9
5/16/2023,2,Honaunau_2,6,L9,Porites lobata,94,,18
5/16/2023,2,Honaunau_2,6,L9,Carbonate,102,,8
5/16/2023,2,Honaunau_2,6,L9,Porites lobata,107,,5
5/16/2023,2,Honaunau_2,6,L9,Carbonate,109,,2
5/16/2023,2,Honaunau_2,6,L9,Porites lobata,129,,20
5/16/2023,2,Honaunau_2,6,L9,Carbonate,131,,2
5/16/2023,2,Honaunau_2,6,L9,Porites lobata,143,,12
5/16/2023,2,Honaunau_2,6,L9,Carbonate,146,,3
5/16/2023,2,Honaunau_2,6,L9,Porites lobata,147,,1
5/16/2023,2,Honaunau_2,6,L9,Carbonate,152,,5
5/16/2023,2,Honaunau_2,6,L9,Porites lobata,159,,7
5/16/2023,2,Honaunau_2,6,L9,Carbonate,168,,9
5/16/2023,2,Honaunau_2,6,L9,Porites lobata,221,,53
5/16/2023,2,Honaunau_2,6,L9,Carbonate,275,,54
5/16/2023,2,Honaunau_2,6,L9,Porites lobata,279,279,4
5/19/2023,1,Honaunau_2,17,L1,Rubble,96,,96
5/19/2023,1,Honaunau_2,17,L1,Porites compressa,110,,14
5/19/2023,1,Honaunau_2,17,L1,Carbonate,131,,21
5/19/2023,1,Honaunau_2,17,L1,Porites compressa,134,,3
5/19/2023,1,Honaunau_2,17,L1,Carbonate,172,,38
5/19/2023,1,Honaunau_2,17,L1,Porites compressa,174,,2
5/19/2023,1,Honaunau_2,17,L1,Carbonate,245,,71
5/19/2023,1,Honaunau_2,17,L1,Sand,256,,11
5/19/2023,1,Honaunau_2,17,L1,Carbonate,290,290,34
5/19/2023,1,Honaunau_2,17,K1,Carbonate,54,,54
5/19/2023,1,Honaunau_2,17,K1,Porites compressa,56,,2
5/19/2023,1,Honaunau_2,17,K1,Carbonate,145,,89
5/19/2023,1,Honaunau_2,17,K1,Montipora patula,154,,9
5/19/2023,1,Honaunau_2,17,K1,Carbonate,226,,72
5/19/2023,1,Honaunau_2,17,K1,Porites compressa,228,,2
5/19/2023,1,Honaunau_2,17,K1,Carbonate,284,284,56
5/19/2023,1,Honaunau_2,17,L2,Carbonate,82,,82
5/19/2023,1,Honaunau_2,17,L2,Porites compressa,87,,5
5/19/2023,1,Honaunau_2,17,L2,Carbonate,203,,116
5/19/2023,1,Honaunau_2,17,L2,Porites compressa,222,,19
5/19/2023,1,Honaunau_2,17,L2,Carbonate,253,253,31
5/19/2023,1,Honaunau_2,17,K2,Carbonate,52,,52
5/19/2023,1,Honaunau_2,17,K2,Rubble,89,,37
5/19/2023,1,Honaunau_2,17,K2,Carbonate,110,,21
5/19/2023,1,Honaunau_2,17,K2,Porites compressa,124,,14
5/19/2023,1,Honaunau_2,17,K2,Carbonate,185,,61
5/19/2023,1,Honaunau_2,17,K2,Halimeda,187,,2
5/19/2023,1,Honaunau_2,17,K2,Coralline algae,202,,15
5/19/2023,1,Honaunau_2,17,K2,Carbonate,274,,72
5/19/2023,1,Honaunau_2,17,K2,Porites compressa,291,,17
5/19/2023,1,Honaunau_2,17,K2,Porites lobata,294,,3
5/19/2023,1,Honaunau_2,17,K2,Carbonate,304,,10
5/19/2023,1,Honaunau_2,17,K2,Porites lobata,309,,5
5/19/2023,1,Honaunau_2,17,K2,Carbonate,318,318,9
5/19/2023,1,Honaunau_2,17,L3,Carbonate,53,,53
5/19/2023,1,Honaunau_2,17,L3,Montipora patula,55,,2
5/19/2023,1,Honaunau_2,17,L3,Carbonate,72,,17
5/19/2023,1,Honaunau_2,17,L3,Porites compressa,75,,3
5/19/2023,1,Honaunau_2,17,L3,Carbonate,85,,10
5/19/2023,1,Honaunau_2,17,L3,Rubble,102,,17
5/19/2023,1,Honaunau_2,17,L3,Porites compressa,107,,5
5/19/2023,1,Honaunau_2,17,L3,Carbonate,132,,25
5/19/2023,1,Honaunau_2,17,L3,Rubble,159,,27
5/19/2023,1,Honaunau_2,17,L3,Pocillopora meandrina,162,,3
5/19/2023,1,Honaunau_2,17,L3,Rubble,192,,30
5/19/2023,1,Honaunau_2,17,L3,Porites lobata,195,,3
5/19/2023,1,Honaunau_2,17,L3,Rubble,225,,30
5/19/2023,1,Honaunau_2,17,L3,Carbonate,242,,17
5/19/2023,1,Honaunau_2,17,L3,Rubble,252,252,10
5/19/2023,1,Honaunau_2,17,K3,Carbonate,30,,30
5/19/2023,1,Honaunau_2,17,K3,Porites compressa,33,,3
5/19/2023,1,Honaunau_2,17,K3,Carbonate,50,,17
5/19/2023,1,Honaunau_2,17,K3,Porites lobata,64,,14
5/19/2023,1,Honaunau_2,17,K3,Porites compressa,84,,20
5/19/2023,1,Honaunau_2,17,K3,Porites compressa,91,,7
5/19/2023,1,Honaunau_2,17,K3,Carbonate,132,,41
5/19/2023,1,Honaunau_2,17,K3,Rubble,183,,51
5/19/2023,1,Honaunau_2,17,K3,Carbonate,205,,22
5/19/2023,1,Honaunau_2,17,K3,Porites compressa,209,,4
5/19/2023,1,Honaunau_2,17,K3,Carbonate,234,,25
5/19/2023,1,Honaunau_2,17,K3,Sand,245,,11
5/19/2023,1,Honaunau_2,17,K3,Carbonate,255,255,10
5/19/2023,1,Honaunau_2,17,L4,Porites compressa,9,,9
5/19/2023,1,Honaunau_2,17,L4,Rubble,85,,76
5/19/2023,1,Honaunau_2,17,L4,Carbonate,115,,30
5/19/2023,1,Honaunau_2,17,L4,Porites lobata,129,,14
5/19/2023,1,Honaunau_2,17,L4,Carbonate,132,,3
5/19/2023,1,Honaunau_2,17,L4,Porites lobata,143,,11
5/19/2023,1,Honaunau_2,17,L4,Carbonate,149,,6
5/19/2023,1,Honaunau_2,17,L4,Porites lobata,153,,4
5/19/2023,1,Honaunau_2,17,L4,Carbonate,182,,29
5/19/2023,1,Honaunau_2,17,L4,Porites lobata,195,,13
5/19/2023,1,Honaunau_2,17,L4,Carbonate,198,,3
5/19/2023,1,Honaunau_2,17,L4,Porites lobata,210,,12
5/19/2023,1,Honaunau_2,17,L4,Carbonate,230,,20
5/19/2023,1,Honaunau_2,17,L4,Montipora patula,232,,2
5/19/2023,1,Honaunau_2,17,L4,Carbonate,271,,39
5/19/2023,1,Honaunau_2,17,L4,Halimeda,275,,4
5/19/2023,1,Honaunau_2,17,L4,Carbonate,293,293,18
5/19/2023,1,Honaunau_2,17,L5,Porites compressa,23,,23
5/19/2023,1,Honaunau_2,17,L5,Carbonate,36,,13
5/19/2023,1,Honaunau_2,17,L5,Porites compressa,39,,3
5/19/2023,1,Honaunau_2,17,L5,Carbonate,105,,66
5/19/2023,1,Honaunau_2,17,L5,Porites lobata,112,,7
5/19/2023,1,Honaunau_2,17,L5,Carbonate,205,,93
5/19/2023,1,Honaunau_2,17,L5,Porites lobata,212,,7
5/19/2023,1,Honaunau_2,17,L5,Carbonate,257,257,45
5/19/2023,1,Honaunau_2,17,K4,Porites lobata,28,,28
5/19/2023,1,Honaunau_2,17,K4,Carbonate,36,,8
5/19/2023,1,Honaunau_2,17,K4,Porites lobata,47,,11
5/19/2023,1,Honaunau_2,17,K4,Carbonate,92,,45
5/19/2023,1,Honaunau_2,17,K4,Halimeda,94,,2
5/19/2023,1,Honaunau_2,17,K4,Carbonate,211,,117
5/19/2023,1,Honaunau_2,17,K4,Porites lobata,214,,3
5/19/2023,1,Honaunau_2,17,K4,Carbonate,255,,41
5/19/2023,1,Honaunau_2,17,K4,Halimeda,262,,7
5/19/2023,1,Honaunau_2,17,K4,Carbonate,276,276,14
5/19/2023,1,Honaunau_2,17,L6,Rubble,65,,65
5/19/2023,1,Honaunau_2,17,L6,Carbonate,102,,37
5/19/2023,1,Honaunau_2,17,L6,Porites compressa,105,,3
5/19/2023,1,Honaunau_2,17,L6,Carbonate,110,,5
5/19/2023,1,Honaunau_2,17,L6,Porites compressa,112,,2
5/19/2023,1,Honaunau_2,17,L6,Carbonate,234,,122
5/19/2023,1,Honaunau_2,17,L6,Montipora capitata,237,,3
5/19/2023,1,Honaunau_2,17,L6,Carbonate,248,248,11
5/19/2023,1,Honaunau_2,17,L7,Carbonate,75,,75
5/19/2023,1,Honaunau_2,17,L7,Porites lobata,91,,16
